Time,Feat1,Feat2,Feat3,Feat4,Feat5,Feat6,Feat7,Y
980208,1,37,904,6501,810,4227,947, 1
980208,1,38,901,6512,810,4220,947, 0
980208,1,39,948,6671,835,4235,983, 1
980208,1,40,934,6726,835,4386,947, 1
980208,1,41,910,6554,823,4444,947, 1
980208,1,42,888,6337,810,4380,947, 0
980208,1,43,948,6453,873,4278,954, 1
980208,1,44,874,6403,674,4215,1097, 0
980208,1,45,914,6471,810,4203,1097, 1
980208,1,46,884,6303,810,4203,1133, 0
980208,1,47,925,6195,835,4497,1047, 1
980208,1,48,879,5899,810,4505,1032, 0
980209,2,1,847,5785,540,4428,975, 0
980209,2,2,825,5576,405,4325,975, 0
980209,2,3,826,5369,430,4556,925, 0
980209,2,4,815,5216,409,4483,925, 0
980209,2,5,754,5098,405,4315,975, 0
980209,2,6,661,5070,404,4193,1025, 0
980209,2,7,652,5091,404,4151,1055, 0
980209,2,8,773,5167,402,4119,1035, 0
980209,2,9,844,5359,603,4182,1107, 0
980209,2,10,954,5649,803,4273,1120, 1
980209,2,11,1017,6201,737,4515,1170, 1
980209,2,12,1278,6766,803,4786,863, 1
980209,2,13,857,6993,608,5175,731, 0
980209,2,14,881,7417,797,5468,542, 0
980209,2,15,892,7691,803,5353,614, 0
980209,2,16,892,7824,803,5338,754, 0
980209,2,17,960,8112,874,5408,770, 1
980209,2,18,1069,8196,990,5424,660, 1
980209,2,19,1007,8085,944,5430,566, 1
980209,2,20,1004,8051,943,5455,598, 1
980209,2,21,1027,7979,968,5470,547, 1
980209,2,22,960,7973,904,5506,599, 1
980209,2,23,960,7954,902,5459,636, 1
980209,2,24,960,7983,903,5503,593, 1
980209,2,25,960,7985,903,5523,561, 1
980209,2,26,960,7917,902,5553,544, 1
980209,2,27,960,7924,902,5540,561, 1
980209,2,28,927,7864,865,5544,626, 1
980209,2,29,903,7829,834,5489,694, 0
980209,2,30,935,7840,864,5513,644, 1
980209,2,31,948,7856,877,5522,622, 1
980209,2,32,945,7875,876,5533,628, 1
980209,2,33,904,7746,837,5492,588, 0
980209,2,34,893,7736,824,5388,725, 0
980209,2,35,911,7472,813,5241,691, 0
980209,2,36,868,7278,803,5047,625, 0
980209,2,37,862,7067,670,4891,610, 0
980209,2,38,842,6961,405,4769,710, 0
980209,2,39,876,7098,803,4759,821, 0
980209,2,40,880,7112,803,4869,721, 0
980209,2,41,876,6929,737,4900,660, 0
980209,2,42,840,6672,471,4782,710, 0
980209,2,43,912,6901,737,4654,945, 1
980209,2,44,899,6929,803,4505,842, 0
980209,2,45,954,7070,803,4458,911, 1
980209,2,46,881,7106,670,4427,938, 0
980209,2,47,908,6979,837,4771,833, 1
980209,2,48,920,6793,856,4784,905, 1
980210,3,1,922,6519,819,4675,841, 1
980210,3,2,865,6156,538,4579,860, 0
980210,3,3,903,5780,608,4798,710, 0
980210,3,4,875,5558,604,4675,710, 0
980210,3,5,643,5337,476,4519,925, 0
980210,3,6,572,5209,405,4403,975, 0
980210,3,7,433,5216,405,4337,1056, 0
980210,3,8,572,5276,405,4341,1075, 0
980210,3,9,738,5412,405,4388,1059, 0
980210,3,10,899,5695,608,4479,1084, 1
980210,3,11,1214,6238,811,4703,984, 1
980210,3,12,1349,6773,811,4901,665, 1
980210,3,13,865,6975,633,5294,551, 0
980210,3,14,921,7347,866,5572,482, 1
980210,3,15,872,7465,811,5441,651, 0
980210,3,16,918,7625,851,5431,711, 1
980210,3,17,958,7936,890,5502,556, 1
980210,3,18,921,8089,843,5538,628, 1
980210,3,19,896,8077,820,5582,673, 0
980210,3,20,918,8040,839,5634,661, 1
980210,3,21,1018,8039,931,5692,701, 1
980210,3,22,901,7974,819,5761,656, 1
980210,3,23,901,8046,811,5759,675, 1
980210,3,24,902,8024,825,5800,686, 1
980210,3,25,915,8032,856,5885,660, 1
980210,3,26,974,8012,882,5919,528, 1
980210,3,27,915,7969,828,5962,512, 1
980210,3,28,894,7893,811,6009,472, 1
980210,3,29,896,7839,812,6011,492, 1
980210,3,30,923,7821,837,6061,447, 1
980210,3,31,1053,7904,966,6088,300, 1
980210,3,32,993,7931,917,6139,217, 1
980210,3,33,925,7836,859,6147,187, 1
980210,3,34,914,7785,850,6058,245, 1
980210,3,35,887,7571,823,5864,242, 0
980210,3,36,893,7384,831,5620,511, 1
980210,3,37,1094,7197,1023,5423,655, 1
980210,3,38,893,7134,834,5335,724, 0
980210,3,39,940,7153,877,5287,772, 1
980210,3,40,929,7132,868,5372,681, 1
980210,3,41,869,6930,812,5386,708, 0
980210,3,42,865,6733,684,5264,659, 0
980210,3,43,905,6920,697,5071,865, 1
980210,3,44,908,7001,811,4881,886, 1
980210,3,45,960,7157,811,4801,886, 1
980210,3,46,977,7208,811,4727,873, 1
980210,3,47,1224,7099,857,5041,673, 1
980210,3,48,1291,6907,811,5005,723, 1
980211,4,1,960,6628,811,4853,771, 1
980211,4,2,974,6245,811,4725,765, 1
980211,4,3,1019,5866,811,4916,634, 1
980211,4,4,1172,5623,405,4772,574, 1
980211,4,5,1017,5388,404,4615,624, 1
980211,4,6,910,5331,399,4455,674, 0
980211,4,7,952,5283,399,4382,644, 1
980211,4,8,992,5317,398,4383,644, 1
980211,4,9,1314,5533,813,4442,649, 1
980211,4,10,1628,5799,1281,4500,735, 1
980211,4,11,1755,6323,1460,4780,766, 1
980211,4,12,1726,6906,1408,5008,565, 1
980211,4,13,910,7049,792,5415,437, 0
980211,4,14,927,7426,871,5725,403, 0
980211,4,15,876,7572,811,5626,410, 0
980211,4,16,895,7699,824,5666,566, 0
980211,4,17,1445,8031,1327,5739,536, 1
980211,4,18,933,8208,857,5824,484, 0
980211,4,19,889,8182,813,5833,354, 0
980211,4,20,900,8169,824,6071,294, 0
980211,4,21,921,8204,849,6149,231, 0
980211,4,22,947,8250,873,6174,276, 0
980211,4,23,959,8228,886,6232,266, 0
980211,4,24,984,8248,912,6247,-84, 0
980211,4,25,1102,8325,1035,6372,-249, 1
980211,4,26,1077,8355,1015,6411,-257, 1
980211,4,27,1225,8378,1162,6440,-297, 1
980211,4,28,1142,8360,1087,6429,-339, 1
980211,4,29,1142,8409,1086,6428,-351, 1
980211,4,30,1085,8442,1028,6423,-365, 1
980211,4,31,1254,8531,1217,6482,-465, 1
980211,4,32,1134,8561,1076,6441,-437, 1
980211,4,33,1102,8406,1042,6361,-275, 1
980211,4,34,999,8335,939,6181,-16, 0
980211,4,35,977,8033,916,5879,186, 0
980211,4,36,917,7866,859,5607,417, 0
980211,4,37,902,7616,849,5382,479, 0
980211,4,38,924,7508,871,5271,444, 0
980211,4,39,940,7644,887,5209,486, 0
980211,4,40,940,7655,888,5262,416, 0
980211,4,41,882,7447,834,5230,503, 0
980211,4,42,866,7129,814,5073,551, 0
980211,4,43,958,7269,902,4945,692, 0
980211,4,44,900,7295,841,4779,769, 0
980211,4,45,959,7330,813,4699,839, 0
980211,4,46,978,7307,813,4677,915, 0
980211,4,47,1536,7193,1444,4970,626, 1
980211,4,48,1159,6943,1049,4930,815, 1
980212,5,1,1293,6705,1227,4822,764, 1
980212,5,2,1123,6339,708,4666,809, 1
980212,5,3,1224,5985,1166,4866,638, 1
980212,5,4,1140,5713,1084,4771,785, 1
980212,5,5,1055,5527,438,4587,774, 0
980212,5,6,808,5442,405,4442,874, 0
980212,5,7,767,5395,405,4397,874, 0
980212,5,8,841,5453,405,4379,974, 0
980212,5,9,883,5610,413,4448,1000, 0
980212,5,10,1359,5853,500,4569,1000, 1
980212,5,11,2260,6407,1922,4789,708, 1
980212,5,12,1953,6938,820,5017,592, 1
980212,5,13,963,7151,642,5349,309, 0
980212,5,14,960,7559,912,5615,282, 0
980212,5,15,956,7726,904,5553,375, 0
980212,5,16,959,7909,908,5657,251, 0
980212,5,17,1110,8339,1056,5753,146, 1
980212,5,18,1063,8534,1007,5817,174, 0
980212,5,19,1038,8522,974,5883,125, 0
980212,5,20,1102,8547,1034,5977,62, 1
980212,5,21,1102,8641,1035,6016,42, 1
980212,5,22,1327,8682,1250,6073,-92, 1
980212,5,23,1150,8777,1086,6063,-31, 1
980212,5,24,1226,8919,1160,6115,-213, 1
980212,5,25,1255,9019,1195,6180,-270, 1
980212,5,26,1283,9084,1234,6220,-330, 1
980212,5,27,2295,9121,2213,6275,-355, 1
980212,5,28,2692,9155,2607,6263,-457, 1
980212,5,29,1248,9156,1206,6218,-454, 1
980212,5,30,2146,9192,2298,6186,-349, 1
980212,5,31,2341,9176,2249,6155,-326, 1
980212,5,32,3513,9195,3363,6146,-214, 1
980212,5,33,2386,9107,2309,6016,-232, 1
980212,5,34,1588,9064,1544,5931,-79, 1
980212,5,35,1102,8801,1062,5704,121, 0
980212,5,36,1102,8591,1054,5513,276, 0
980212,5,37,1091,8369,1042,5284,370, 0
980212,5,38,1052,8244,1002,5147,505, 0
980212,5,39,1091,8374,1039,5122,209, 0
980212,5,40,1102,8402,1057,5229,334, 0
980212,5,41,1022,8087,976,5127,479, 0
980212,5,42,958,7729,907,4994,613, 0
980212,5,43,1282,7819,1213,4823,722, 0
980212,5,44,1009,7643,959,4659,816, 0
980212,5,45,1140,7662,1081,4593,845, 0
980212,5,46,1463,7501,409,4580,716, 1
980212,5,47,1425,7367,1358,4871,611, 1
980212,5,48,1234,7058,1174,4859,697, 0
980213,6,1,1442,6820,1375,4724,756, 1
980213,6,2,1230,6408,424,4595,709, 0
980213,6,3,1550,6051,1245,4790,410, 1
980213,6,4,1413,5793,1356,4676,591, 1
980213,6,5,1198,5634,1144,4506,742, 0
980213,6,6,1094,5544,849,4389,809, 0
980213,6,7,1050,5542,996,4323,885, 0
980213,6,8,1198,5599,1136,4357,774, 0
980213,6,9,1182,5774,1119,4390,783, 0
980213,6,10,1958,6006,1854,4458,739, 1
980213,6,11,3236,6554,3079,4662,654, 1
980213,6,12,1885,7026,1793,4947,530, 1
980213,6,13,1037,7281,990,5276,236, 0
980213,6,14,1073,7633,1026,5526,183, 0
980213,6,15,960,7811,911,5360,412, 0
980213,6,16,978,8022,926,5388,334, 0
980213,6,17,1102,8402,1047,5418,212, 0
980213,6,18,968,8585,914,5448,419, 0
980213,6,19,945,8538,883,5476,409, 0
980213,6,20,960,8496,895,5518,398, 0
980213,6,21,1049,8445,982,5517,227, 0
980213,6,22,1102,8519,1040,5535,181, 0
980213,6,23,1102,8526,1043,5533,165, 0
980213,6,24,1102,8543,1040,5523,168, 0
980213,6,25,1102,8605,1038,5553,126, 0
980213,6,26,1102,8605,1041,5587,106, 0
980213,6,27,1097,8599,1033,5563,161, 0
980213,6,28,1102,8572,1036,5552,176, 0
980213,6,29,1102,8537,1034,5494,261, 0
980213,6,30,1102,8620,1033,5463,289, 0
980213,6,31,1102,8671,1033,5478,336, 0
980213,6,32,1102,8622,1030,5480,327, 0
980213,6,33,960,8466,897,5474,350, 0
980213,6,34,954,8238,890,5429,421, 0
980213,6,35,900,7886,840,5286,541, 0
980213,6,36,922,7678,862,5110,594, 0
980213,6,37,903,7460,849,4961,614, 0
980213,6,38,860,7410,808,4838,795, 0
980213,6,39,900,7493,843,4800,713, 0
980213,6,40,919,7493,867,4882,512, 0
980213,6,41,865,7296,818,4831,688, 0
980213,6,42,842,7000,791,4716,751, 0
980213,6,43,942,7157,886,4612,851, 0
980213,6,44,907,7231,857,4504,850, 0
980213,6,45,1023,7339,968,4473,836, 0
980213,6,46,1073,7295,1015,4456,863, 0
980213,6,47,1092,7104,1024,4741,574, 0
980213,6,48,1045,6889,994,4722,702, 0
980214,7,1,2096,6649,1915,4606,702, 1
980214,7,2,1043,6238,951,4527,809, 0
980214,7,3,1074,5842,1026,4708,642, 0
980214,7,4,1083,5605,1035,4595,764, 0
980214,7,5,986,5349,866,4401,809, 0
980214,7,6,951,5253,491,4235,809, 0
980214,7,7,951,5239,618,4156,809, 0
980214,7,8,773,5237,734,4128,960, 0
980214,7,9,974,5282,403,4131,809, 0
980214,7,10,1077,5381,396,4111,709, 0
980214,7,11,817,5563,741,4211,957, 0
980214,7,12,917,5727,858,4276,999, 0
980214,7,13,958,5937,817,4337,916, 0
980214,7,14,876,6331,696,4444,891, 0
980214,7,15,890,6689,704,4490,1003, 0
980214,7,16,954,6997,830,4554,942, 0
980214,7,17,997,7395,929,4668,884, 0
980214,7,18,1026,7533,895,4697,874, 1
980214,7,19,1015,7583,944,4734,917, 1
980214,7,20,1044,7598,968,4763,880, 1
980214,7,21,1039,7649,964,4777,948, 1
980214,7,22,1121,7694,1040,4802,864, 1
980214,7,23,1047,7690,901,4766,961, 1
980214,7,24,978,7725,829,4801,961, 0
980214,7,25,997,7736,857,4787,1008, 0
980214,7,26,1015,7731,817,4776,1011, 1
980214,7,27,960,7681,839,4760,1011, 0
980214,7,28,957,7708,817,4769,1119, 0
980214,7,29,960,7710,817,4738,1119, 0
980214,7,30,960,7750,845,4758,1169, 0
980214,7,31,1073,7755,879,4806,1076, 1
980214,7,32,1102,7800,882,4851,1060, 1
980214,7,33,1616,7732,817,4865,989, 1
980214,7,34,3073,7738,817,4846,960, 1
980214,7,35,1632,7744,817,4830,960, 1
980214,7,36,1263,7628,817,4742,960, 1
980214,7,37,1117,7491,817,4660,995, 1
980214,7,38,1172,7455,817,4574,995, 1
980214,7,39,1160,7565,817,4614,995, 1
980214,7,40,1775,7600,1493,4691,653, 1
980214,7,41,3424,7427,3238,4637,724, 1
980214,7,42,1512,7196,1424,4579,848, 1
980214,7,43,1346,7254,1257,4487,932, 1
980214,7,44,1129,7173,817,4381,995, 0
980214,7,45,1606,7117,817,4367,965, 1
980214,7,46,1002,6867,919,4400,986, 0
980214,7,47,1594,6648,1498,4609,658, 1
980214,7,48,1041,6310,986,4605,831, 0
980215,1,1,1024,6146,807,4494,974, 0
980215,1,2,952,5830,399,4389,874, 0
980215,1,3,932,5569,535,4596,824, 0
980215,1,4,1146,5329,397,4475,574, 0
980215,1,5,1000,5134,395,4285,674, 0
980215,1,6,850,5053,395,4176,774, 0
980215,1,7,830,5020,394,4064,774, 0
980215,1,8,700,5014,396,4042,874, 0
980215,1,9,698,5036,403,4011,874, 0
980215,1,10,830,5114,405,3987,874, 0
980215,1,11,830,5203,405,4012,874, 0
980215,1,12,827,5234,405,3987,874, 0
980215,1,13,817,5329,405,4028,874, 0
980215,1,14,825,5587,405,4070,824, 0
980215,1,15,873,5912,694,4074,933, 0
980215,1,16,942,6265,816,4126,1043, 0
980215,1,17,941,6694,816,4198,1211, 0
980215,1,18,928,6897,816,4251,1132, 0
980215,1,19,967,7156,816,4287,1061, 0
980215,1,20,940,7291,816,4335,1111, 0
980215,1,21,951,7409,816,4380,1111, 0
980215,1,22,1056,7554,816,4416,1111, 0
980215,1,23,1097,7661,816,4438,1111, 0
980215,1,24,1007,7701,816,4458,1111, 0
980215,1,25,1057,7754,816,4422,1111, 0
980215,1,26,1068,7790,816,4421,1111, 0
980215,1,27,1091,7786,816,4398,1111, 0
980215,1,28,959,7761,816,4371,1134, 0
980215,1,29,959,7721,816,4364,1169, 0
980215,1,30,946,7582,816,4383,1169, 0
980215,1,31,960,7523,816,4407,1111, 0
980215,1,32,984,7597,816,4454,1061, 0
980215,1,33,1216,7532,816,4492,974, 1
980215,1,34,1558,7629,816,4535,945, 1
980215,1,35,1878,7620,1747,4574,1040, 1
980215,1,36,1367,7656,1018,4524,1045, 1
980215,1,37,1147,7574,1057,4499,1145, 1
980215,1,38,1172,7599,1071,4559,1084, 1
980215,1,39,1142,7669,1010,4619,1145, 1
980215,1,40,1222,7693,816,4673,1045, 1
980215,1,41,1175,7449,816,4582,1045, 1
980215,1,42,1140,7173,816,4478,1045, 1
980215,1,43,1839,7126,816,4358,995, 1
980215,1,44,1063,6893,816,4234,995, 0
980215,1,45,1055,6769,816,4222,995, 0
980215,1,46,896,6544,747,4240,1013, 0
980215,1,47,1073,6421,955,4529,972, 1
980215,1,48,879,6120,757,4547,986, 0
980216,2,1,1512,5995,400,4454,674, 1
980216,2,2,915,5774,400,4369,674, 0
980216,2,3,912,5558,456,4591,574, 0
980216,2,4,1007,5454,432,4512,524, 0
980216,2,5,963,5313,400,4364,674, 0
980216,2,6,928,5263,397,4231,674, 0
980216,2,7,887,5275,424,4190,824, 0
980216,2,8,912,5353,407,4194,874, 0
980216,2,9,963,5569,416,4258,900, 0
980216,2,10,1002,5870,443,4345,873, 0
980216,2,11,871,6422,643,4576,943, 0
980216,2,12,1639,7014,500,4794,818, 1
980216,2,13,858,7240,793,5194,560, 0
980216,2,14,912,7712,844,5472,443, 0
980216,2,15,829,7891,761,5376,691, 0
980216,2,16,850,8084,772,5359,763, 0
980216,2,17,960,8475,872,5420,696, 0
980216,2,18,960,8641,876,5419,686, 0
980216,2,19,960,8705,877,5423,627, 0
980216,2,20,997,8682,915,5414,658, 0
980216,2,21,960,8751,879,5450,664, 0
980216,2,22,997,8825,913,5460,704, 0
980216,2,23,1047,8857,958,5433,616, 0
980216,2,24,1068,8873,979,5430,725, 0
980216,2,25,973,8736,890,5427,720, 0
980216,2,26,960,8704,876,5419,702, 0
980216,2,27,960,8711,877,5411,687, 0
980216,2,28,960,8629,876,5371,732, 0
980216,2,29,883,8523,806,5329,794, 0
980216,2,30,925,8595,843,5324,731, 0
980216,2,31,951,8605,865,5301,828, 0
980216,2,32,933,8632,848,5343,816, 0
980216,2,33,893,8510,810,5359,879, 0
980216,2,34,926,8340,843,5329,854, 0
980216,2,35,988,8020,907,5150,829, 0
980216,2,36,1039,7743,480,4999,702, 1
980216,2,37,988,7454,400,4871,674, 0
980216,2,38,960,7334,401,4819,694, 0
980216,2,39,983,7411,414,4860,584, 0
980216,2,40,1023,7407,445,4961,574, 1
980216,2,41,959,7138,429,4937,574, 0
980216,2,42,958,6856,396,4794,624, 0
980216,2,43,1015,7021,418,4683,724, 1
980216,2,44,915,7039,412,4520,924, 0
980216,2,45,1093,7152,400,4450,924, 1
980216,2,46,1023,7099,400,4432,924, 1
980216,2,47,1178,7002,404,4733,774, 1
980216,2,48,1107,6768,539,4772,874, 1
980217,3,1,974,6508,422,4688,924, 0
980217,3,2,892,6171,420,4605,924, 0
980217,3,3,945,5797,892,4831,797, 0
980217,3,4,1007,5638,426,4758,774, 1
980217,3,5,869,5368,398,4578,774, 0
980217,3,6,628,5276,400,4446,874, 0
980217,3,7,659,5252,398,4354,874, 0
980217,3,8,652,5303,411,4336,974, 0
980217,3,9,721,5495,406,4377,1000, 0
980217,3,10,734,5730,418,4458,1023, 0
980217,3,11,790,6286,657,4710,996, 0
980217,3,12,850,6750,791,4953,797, 0
980217,3,13,858,6892,802,5327,331, 0
980217,3,14,820,7249,770,5583,337, 0
980217,3,15,689,7305,639,5453,558, 0
980217,3,16,723,7379,663,5416,627, 0
980217,3,17,830,7720,762,5442,544, 0
980217,3,18,830,7815,763,5423,565, 0
980217,3,19,830,7816,763,5432,574, 0
980217,3,20,829,7770,761,5429,579, 0
980217,3,21,830,7767,762,5457,508, 0
980217,3,22,830,7759,764,5431,590, 0
980217,3,23,817,7721,749,5373,678, 0
980217,3,24,826,7757,757,5384,671, 0
980217,3,25,830,7766,765,5423,549, 0
980217,3,26,843,7754,779,5431,526, 0
980217,3,27,896,7760,828,5426,568, 1
980217,3,28,928,7705,856,5421,580, 1
980217,3,29,927,7655,857,5430,565, 1
980217,3,30,950,7700,877,5407,515, 1
980217,3,31,951,7713,882,5443,484, 1
980217,3,32,953,7770,885,5453,488, 1
980217,3,33,958,7673,895,5471,406, 1
980217,3,34,956,7545,898,5375,404, 1
980217,3,35,1009,7315,963,5202,472, 1
980217,3,36,930,7160,893,5033,572, 1
980217,3,37,846,6951,808,4883,796, 0
980217,3,38,921,6943,510,4837,724, 1
980217,3,39,947,7129,445,4825,744, 1
980217,3,40,901,7080,860,4960,663, 1
980217,3,41,894,6909,852,4952,695, 1
980217,3,42,888,6634,785,4862,774, 1
980217,3,43,958,6839,409,4698,774, 1
980217,3,44,898,6878,419,4560,924, 1
980217,3,45,992,7045,405,4516,924, 1
980217,3,46,975,7042,405,4483,974, 1
980217,3,47,1135,7016,942,4831,853, 1
980217,3,48,1136,6828,630,4819,924, 1
980218,4,1,1009,6547,410,4710,974, 1
980218,4,2,943,6159,405,4614,974, 1
980218,4,3,948,5802,434,4862,874, 1
980218,4,4,888,5506,410,4757,874, 1
980218,4,5,751,5270,404,4569,874, 0
980218,4,6,628,5165,402,4433,974, 0
980218,4,7,571,5184,400,4351,974, 0
980218,4,8,515,5203,403,4341,1074, 0
980218,4,9,850,5387,405,4369,1074, 0
980218,4,10,840,5645,411,4435,1100, 0
980218,4,11,1035,6159,825,4674,996, 1
980218,4,12,1140,6682,1065,4928,809, 1
980218,4,13,952,6785,902,5281,410, 1
980218,4,14,960,7172,924,5545,265, 1
980218,4,15,959,7251,924,5405,508, 1
980218,4,16,773,7346,733,5386,597, 0
980218,4,17,818,7647,763,5432,671, 0
980218,4,18,904,7804,838,5450,652, 1
980218,4,19,891,7775,828,5473,631, 0
980218,4,20,889,7771,827,5536,607, 0
980218,4,21,926,7802,863,5574,557, 1
980218,4,22,953,7857,889,5615,499, 1
980218,4,23,880,7768,821,5551,567, 0
980218,4,24,954,7834,890,5584,503, 1
980218,4,25,960,7922,903,5693,442, 1
980218,4,26,960,7903,903,5662,551, 1
980218,4,27,920,7883,862,5696,484, 1
980218,4,28,960,7867,902,5734,438, 1
980218,4,29,957,7886,798,5715,429, 1
980218,4,30,612,7922,567,5734,620, 0
980218,4,31,878,7967,810,5811,623, 0
980218,4,32,940,7998,862,5830,615, 1
980218,4,33,932,7883,857,5778,625, 1
980218,4,34,942,7790,870,5696,629, 1
980218,4,35,905,7535,841,5552,699, 0
980218,4,36,898,7348,576,5334,659, 0
980218,4,37,946,7160,588,5161,811, 1
980218,4,38,960,7137,410,5040,765, 1
980218,4,39,960,7300,405,5034,762, 1
980218,4,40,913,7266,460,5151,794, 1
980218,4,41,939,7025,581,5086,759, 1
980218,4,42,886,6762,410,4974,759, 0
980218,4,43,978,6932,405,4790,724, 1
980218,4,44,958,6947,404,4674,783, 1
980218,4,45,960,7098,401,4599,826, 1
980218,4,46,863,7120,403,4563,963, 0
980218,4,47,1055,7047,416,4866,893, 1
980218,4,48,1228,6823,417,4877,847, 1
980219,5,1,1025,6542,405,4734,826, 1
980219,5,2,964,6171,405,4629,883, 1
980219,5,3,828,5793,582,4847,976, 0
980219,5,4,842,5524,428,4758,933, 0
980219,5,5,699,5312,407,4577,974, 0
980219,5,6,544,5208,405,4434,1024, 0
980219,5,7,609,5187,405,4352,1049, 0
980219,5,8,637,5231,405,4342,1049, 0
980219,5,9,842,5403,405,4379,1048, 0
980219,5,10,893,5644,405,4455,1023, 0
980219,5,11,1041,6188,465,4730,958, 1
980219,5,12,1848,6694,413,4990,758, 1
980219,5,13,993,6833,741,5342,526, 1
980219,5,14,960,7186,918,5549,516, 1
980219,5,15,895,7291,853,5447,652, 0
980219,5,16,948,7456,904,5511,561, 1
980219,5,17,968,7853,921,5583,606, 1
980219,5,18,981,7998,927,5607,593, 1
980219,5,19,990,8015,936,5662,518, 1
980219,5,20,1049,8034,992,5725,474, 1
980219,5,21,973,8122,919,5771,504, 1
980219,5,22,1020,8187,961,5791,463, 1
980219,5,23,993,8240,932,5802,525, 1
980219,5,24,1073,8345,1004,5817,534, 1
980219,5,25,1137,8450,1062,5890,493, 1
980219,5,26,2497,8540,2316,5945,519, 1
980219,5,27,2305,8633,2151,5990,397, 1
980219,5,28,2025,8682,1912,6017,235, 1
980219,5,29,1395,8723,1322,6010,380, 1
980219,5,30,1984,8864,1874,6050,360, 1
980219,5,31,8891,8933,8331,6011,287, 1
980219,5,32,1656,9001,1565,6019,277, 1
980219,5,33,2079,8929,1972,6067,254, 1
980219,5,34,1520,8897,1439,5976,364, 1
980219,5,35,1132,8684,1071,5768,559, 0
980219,5,36,1169,8496,1105,5516,679, 0
980219,5,37,1123,8271,1013,5294,859, 0
980219,5,38,1128,8147,820,5171,780, 0
980219,5,39,1184,8313,820,5146,780, 0
980219,5,40,1171,8231,832,5248,766, 0
980219,5,41,1143,7850,1036,5134,781, 0
980219,5,42,1102,7481,950,5026,876, 0
980219,5,43,1118,7541,950,4869,966, 0
980219,5,44,1097,7454,950,4705,1006, 0
980219,5,45,1145,7461,950,4598,966, 0
980219,5,46,1105,7364,950,4582,1066, 0
980219,5,47,1151,7214,950,4898,916, 0
980219,5,48,1150,6956,950,4896,916, 0
980220,6,1,1128,6639,950,4768,1036, 0
980220,6,2,967,6264,507,4663,1028, 0
980220,6,3,1002,5892,705,4860,878, 0
980220,6,4,1026,5657,767,4706,808, 0
980220,6,5,948,5435,501,4548,973, 0
980220,6,6,949,5387,401,4394,1003, 0
980220,6,7,948,5360,402,4345,1023, 0
980220,6,8,949,5391,404,4327,1073, 0
980220,6,9,901,5590,405,4387,1073, 0
980220,6,10,952,5816,402,4436,1013, 0
980220,6,11,958,6349,425,4695,973, 0
980220,6,12,1009,6856,587,4929,898, 0
980220,6,13,1181,7112,674,5267,518, 0
980220,6,14,1110,7472,1067,5535,500, 0
980220,6,15,853,7705,808,5418,713, 0
980220,6,16,1024,7880,961,5415,773, 0
980220,6,17,1077,8360,995,5446,863, 0
980220,6,18,1135,8533,1045,5441,859, 0
980220,6,19,1110,8612,1024,5432,837, 0
980220,6,20,1132,8622,1044,5477,895, 0
980220,6,21,927,8659,812,5462,995, 0
980220,6,22,1114,8738,997,5473,906, 0
980220,6,23,1118,8789,915,5433,914, 0
980220,6,24,1126,8864,976,5457,917, 0
980220,6,25,1118,8883,866,5460,877, 0
980220,6,26,1514,8939,1113,5450,871, 1
980220,6,27,1170,8854,479,5429,830, 0
980220,6,28,1121,8872,479,5393,830, 0
980220,6,29,1106,8847,479,5352,891, 0
980220,6,30,1177,8843,479,5300,856, 0
980220,6,31,1182,8846,479,5308,891, 0
980220,6,32,1039,8768,950,5332,883, 0
980220,6,33,1052,8569,950,5297,829, 0
980220,6,34,1035,8247,872,5251,658, 0
980220,6,35,965,7875,406,5088,808, 0
980220,6,36,960,7633,406,4943,808, 0
980220,6,37,948,7394,405,4806,858, 0
980220,6,38,953,7425,405,4760,823, 0
980220,6,39,957,7458,411,4787,823, 0
980220,6,40,948,7336,463,4927,823, 0
980220,6,41,951,7148,405,4795,823, 0
980220,6,42,947,6895,403,4695,873, 0
980220,6,43,953,7103,401,4569,873, 0
980220,6,44,951,7159,398,4457,873, 0
980220,6,45,956,7279,401,4398,873, 0
980220,6,46,955,7276,401,4409,873, 0
980220,6,47,980,7063,835,4739,791, 0
980220,6,48,1022,6878,950,4745,884, 0
980221,7,1,1418,6534,405,4602,823, 1
980221,7,2,1102,6112,405,4494,873, 1
980221,7,3,1102,5761,405,4700,823, 1
980221,7,4,986,5467,404,4577,823, 0
980221,7,5,977,5285,403,4415,873, 0
980221,7,6,1002,5157,404,4235,873, 0
980221,7,7,733,5097,404,4163,953, 0
980221,7,8,787,5101,404,4107,973, 0
980221,7,9,882,5172,400,4097,973, 0
980221,7,10,929,5243,390,4098,1023, 0
980221,7,11,985,5472,580,4204,1060, 0
980221,7,12,1039,5618,947,4250,1031, 1
980221,7,13,1153,5860,986,4332,1045, 1
980221,7,14,1266,6183,999,4422,845, 1
980221,7,15,1082,6566,686,4484,1095, 1
980221,7,16,1998,6834,1166,4533,1095, 1
980221,7,17,1357,7161,999,4663,1045, 1
980221,7,18,1299,7246,999,4660,995, 1
980221,7,19,1253,7257,999,4696,995, 1
980221,7,20,1165,7225,999,4705,995, 1
980221,7,21,1059,7216,960,4702,995, 0
980221,7,22,1145,7213,999,4721,943, 1
980221,7,23,1111,7136,986,4689,986, 1
980221,7,24,1101,7106,986,4686,970, 1
980221,7,25,1084,7050,986,4648,994, 1
